agri_risk_score,claims_history_index,yield_stability,weather_volatility,market_stability,soil_quality,insurance_risk_score
12.2,0.08,0.68,0.38,0.8,1.0,13.3
7.5,0.11,0.83,0.09,0.79,0.7,15.9
23.7,0.35,0.69,0.4,0.67,0.95,24.2
63.5,0.73,0.37,0.55,0.64,0.56,61.5
47.3,0.58,0.58,0.63,0.85,0.92,45.2
38.6,0.44,0.3,0.53,0.85,0.61,43.7
30.2,0.4,0.51,0.28,0.84,0.81,31.9
13.8,0.14,0.67,0.33,0.75,0.89,16.7
35.7,0.39,0.8,0.47,0.73,0.65,38.1
2.5,0.3,0.82,0.25,0.9,0.9,14.9
48.7,0.57,0.56,0.37,0.34,0.74,50.8
38.8,0.39,0.68,0.51,0.9,0.73,34.3
22.0,0.3,0.7,0.23,0.61,0.84,23.8
35.8,0.25,0.28,0.43,0.87,0.83,38.5
17.2,0.14,1.0,0.16,0.59,0.71,24.5
17.9,0.16,1.0,0.29,0.84,1.0,16.3
43.1,0.36,0.57,0.57,0.82,0.81,34.6
43.1,0.61,0.47,0.35,0.56,0.64,44.7
9.8,0.15,1.0,0.32,0.75,0.95,15.9
20.1,0.26,0.69,0.27,0.73,0.96,25.6
26.2,0.25,0.86,0.28,0.58,0.86,20.3
39.2,0.28,0.38,0.29,0.83,0.85,30.6
18.6,0.18,0.88,0.29,0.73,0.98,17.9
39.5,0.35,0.41,0.34,0.57,0.65,47.2
60.8,0.51,0.45,0.71,0.78,0.63,46.0
10.3,0.18,0.9,0.14,0.58,1.0,18.7
40.4,0.38,0.54,0.46,0.66,0.75,31.3
10.3,0.0,0.84,0.24,0.84,1.0,10.0
39.8,0.4,0.76,0.38,0.75,0.93,38.8
15.3,0.15,0.83,0.36,0.72,0.94,13.3
40.9,0.48,0.65,0.34,0.49,0.74,37.1
17.3,0.18,1.0,0.37,0.67,0.98,24.0
15.8,0.1,0.65,0.17,0.63,0.97,22.8
28.9,0.34,0.6,0.21,0.76,0.81,28.4
14.6,0.08,0.61,0.39,0.6,0.92,21.7
7.6,0.15,0.67,0.24,0.64,0.92,25.2
9.6,0.21,1.0,0.26,0.73,0.85,23.4
9.0,0.0,0.85,0.14,0.51,0.96,19.1
49.3,0.42,0.11,0.39,0.82,0.95,37.9
29.7,0.34,0.66,0.42,0.87,0.94,33.9
51.9,0.53,0.41,0.52,0.98,0.93,45.0
15.1,0.28,0.69,0.2,0.86,0.98,22.0
17.5,0.3,0.76,0.22,0.97,1.0,15.4
58.0,0.67,0.44,0.67,0.76,0.69,49.0
10.5,0.0,0.83,0.34,0.83,0.89,10.5
25.7,0.24,0.87,0.26,0.49,0.81,32.9
43.4,0.5,0.56,0.54,0.78,0.88,32.5
49.1,0.49,0.51,0.41,0.82,0.84,47.1
11.6,0.1,0.86,0.32,0.77,0.97,17.4
35.7,0.48,0.46,0.29,0.69,0.85,35.3
13.9,0.17,0.68,0.32,0.69,1.0,16.0
71.9,0.69,0.3,0.67,0.85,0.49,64.1
15.3,0.03,0.73,0.14,0.87,0.93,12.3
25.9,0.43,0.83,0.37,0.73,1.0,22.6
14.9,0.18,0.8,0.16,0.82,1.0,17.8
47.9,0.43,0.4,0.39,0.61,0.62,39.2
48.0,0.57,0.56,0.47,0.93,0.82,50.6
41.7,0.26,0.59,0.58,0.86,0.8,41.4
12.3,0.3,0.63,0.35,0.83,1.0,17.7
42.4,0.48,0.3,0.54,0.76,0.75,45.8
8.7,0.31,1.0,0.32,0.87,1.0,15.8
6.1,0.12,0.83,0.19,0.81,0.84,24.4
27.4,0.3,0.75,0.3,0.82,1.0,15.8
36.2,0.3,0.67,0.52,0.84,1.0,39.1
58.0,0.54,0.6,0.43,0.69,0.72,45.2
4.2,0.0,1.0,0.33,0.62,0.87,13.0
9.2,0.29,0.74,0.23,0.84,1.0,18.4
17.8,0.19,0.8,0.29,0.57,1.0,21.2
19.8,0.28,0.78,0.23,0.52,1.0,26.0
56.5,0.67,0.66,0.45,0.93,0.69,41.4
28.8,0.27,0.5,0.41,0.77,0.86,22.3
32.4,0.24,0.89,0.34,0.37,0.81,28.5
48.9,0.42,0.6,0.43,0.84,0.74,45.2
44.1,0.29,0.48,0.36,0.47,0.65,40.1
31.4,0.2,0.82,0.38,0.63,0.99,20.5
37.1,0.42,0.57,0.44,0.73,0.76,35.0
37.9,0.48,0.38,0.4,0.71,0.76,38.4
1.0,0.01,1.0,0.01,0.33,0.8,0.0
32.7,0.42,0.63,0.38,0.76,0.74,33.5
37.2,0.47,0.56,0.34,0.65,0.87,36.1
47.2,0.44,0.41,0.37,0.82,0.69,39.9
43.4,0.54,0.66,0.48,0.8,0.64,40.2
16.5,0.15,0.83,0.32,0.76,0.97,20.0
17.0,0.13,0.76,0.27,0.35,1.0,21.4
6.8,0.08,0.84,0.23,0.85,0.96,6.8
9.6,0.0,0.83,0.25,0.56,1.0,11.8
37.3,0.37,0.54,0.3,0.95,0.81,27.3
21.9,0.0,0.72,0.22,0.84,0.92,14.9
44.3,0.51,0.67,0.31,0.69,0.78,41.1
10.2,0.0,0.84,0.37,0.58,1.0,17.2
6.1,0.06,0.96,0.11,0.68,0.99,10.2
52.3,0.67,0.42,0.61,0.58,0.67,50.8
20.7,0.21,0.53,0.38,0.8,0.83,30.6
21.3,0.02,0.82,0.36,0.61,0.77,22.8
2.2,0.04,0.87,0.15,0.8,0.93,6.5
31.6,0.29,0.78,0.4,0.43,1.0,32.4
22.3,0.32,1.0,0.21,0.7,0.88,19.5
10.0,0.09,0.8,0.1,0.81,0.82,15.3
32.8,0.44,0.81,0.34,0.81,0.86,30.2
44.8,0.49,0.49,0.56,0.42,0.79,46.0
17.2,0.26,0.78,0.29,0.87,0.9,15.0
39.9,0.39,0.66,0.51,0.76,0.73,32.8
39.3,0.52,0.31,0.54,0.69,0.88,37.4
3.6,0.0,0.71,0.19,0.87,1.0,9.5
8.8,0.0,0.92,0.17,0.83,0.98,11.6
13.3,0.02,0.47,0.35,0.44,0.89,28.9
14.8,0.16,1.0,0.17,0.96,1.0,14.6
25.0,0.28,0.95,0.18,0.63,0.64,17.5
45.2,0.47,0.6,0.33,0.94,0.52,42.9
25.6,0.38,0.72,0.35,0.88,0.75,27.4
32.5,0.34,0.84,0.5,0.86,1.0,31.8
39.2,0.42,0.54,0.44,0.99,0.94,33.0
27.8,0.38,0.67,0.32,0.88,0.85,32.7
16.0,0.0,0.82,0.28,0.63,0.9,19.2
12.2,0.19,0.75,0.29,0.82,0.8,10.6
18.9,0.32,1.0,0.36,0.63,0.95,21.6
46.1,0.53,0.73,0.43,0.54,0.96,38.2
17.0,0.2,0.69,0.24,0.75,0.86,25.7
5.1,0.13,0.84,0.04,0.74,0.94,9.8
33.6,0.12,0.61,0.43,0.8,0.96,26.1
5.2,0.04,1.0,0.27,0.79,1.0,8.4
19.5,0.07,0.75,0.29,0.56,0.92,23.0
14.9,0.19,0.87,0.22,0.88,0.9,21.8
26.7,0.17,0.57,0.29,0.77,0.87,22.5
11.7,0.2,1.0,0.28,0.82,0.96,16.2
23.7,0.2,0.59,0.27,0.7,0.88,26.1
27.4,0.15,0.66,0.37,0.61,0.9,20.8
3.3,0.0,0.71,0.3,0.97,1.0,11.7
8.3,0.0,1.0,0.16,0.75,1.0,5.6
41.4,0.41,0.58,0.31,0.91,0.88,47.1
28.2,0.34,0.98,0.46,0.62,0.93,24.6
36.0,0.3,0.49,0.33,0.49,0.97,33.3
22.3,0.08,0.93,0.45,0.84,0.92,13.7
69.5,0.69,0.36,0.74,0.7,0.66,57.9
14.2,0.14,0.74,0.23,0.58,0.76,21.1
72.5,0.67,0.18,0.7,0.73,0.61,73.8
9.1,0.01,0.99,0.15,0.83,0.83,3.8
39.4,0.52,0.6,0.3,0.79,0.77,36.7
39.0,0.33,0.51,0.43,0.85,0.8,38.3
31.8,0.17,0.94,0.35,0.62,0.94,23.6
33.3,0.32,0.67,0.52,0.66,0.73,37.4
8.2,0.13,0.86,0.24,0.91,1.0,14.3
33.5,0.38,0.5,0.46,0.62,0.82,35.0
12.2,0.0,0.8,0.13,0.98,0.84,10.4
17.8,0.3,0.5,0.34,0.38,0.68,36.5
24.5,0.27,0.75,0.19,0.77,0.87,21.4
34.7,0.4,0.76,0.43,0.99,0.83,29.5
13.0,0.4,1.0,0.34,0.29,0.93,26.0
4.1,0.12,0.9,0.17,0.89,1.0,11.9
37.0,0.43,0.7,0.32,0.81,0.9,37.5
54.1,0.52,0.41,0.51,0.81,0.83,39.8
49.6,0.5,0.24,0.6,0.87,0.72,53.8
33.5,0.21,0.36,0.45,0.82,0.77,29.3
43.8,0.45,0.55,0.49,0.56,0.77,41.2
39.5,0.56,0.3,0.48,0.67,0.82,41.5
41.0,0.45,0.55,0.54,0.92,0.81,37.2
45.8,0.68,0.48,0.37,0.81,0.75,47.1
13.7,0.19,0.6,0.35,0.59,0.86,29.7
28.1,0.31,0.31,0.44,0.62,0.7,48.2
72.3,0.71,0.17,0.65,0.79,0.83,60.0
25.5,0.45,0.96,0.3,0.63,0.82,22.4
30.6,0.26,0.73,0.49,0.48,0.76,31.7
20.2,0.13,0.69,0.39,0.93,1.0,23.2
52.8,0.44,0.35,0.67,0.82,0.72,47.1
17.4,0.4,0.88,0.31,0.7,0.93,33.6
30.3,0.32,0.71,0.22,0.81,0.93,15.5
3.7,0.05,1.0,0.07,0.51,1.0,9.2
9.5,0.15,1.0,0.31,0.76,1.0,11.5
77.4,0.75,0.39,0.73,0.75,0.62,62.0
41.1,0.33,0.75,0.35,0.81,0.91,34.3
19.7,0.12,0.78,0.14,0.94,0.89,8.5
14.7,0.06,0.51,0.18,0.67,0.91,22.4
32.7,0.13,0.35,0.27,0.46,0.77,41.2
45.6,0.46,0.61,0.58,0.79,0.82,52.9
5.1,0.0,0.86,0.3,0.75,0.94,10.5
22.6,0.28,1.0,0.41,0.91,0.98,23.5
15.2,0.24,1.0,0.13,0.94,0.67,18.6
47.7,0.42,0.54,0.37,0.84,0.66,43.7
9.6,0.13,0.83,0.11,0.6,1.0,14.9
19.3,0.27,0.66,0.21,0.67,0.76,30.7
12.1,0.27,1.0,0.11,0.65,0.82,11.9
23.5,0.2,0.78,0.46,0.91,1.0,23.6
4.5,0.0,0.84,0.29,0.84,0.86,4.9
29.5,0.2,0.69,0.23,0.71,0.73,35.4
20.6,0.04,0.75,0.19,0.6,0.93,16.5
16.4,0.21,1.0,0.19,0.7,1.0,11.3
15.7,0.0,0.87,0.34,0.71,0.98,12.7
17.4,0.07,0.83,0.34,0.8,0.72,14.3
16.9,0.17,0.63,0.31,0.7,0.89,20.3
24.1,0.13,0.83,0.44,0.76,0.98,22.6
22.6,0.14,0.78,0.17,0.74,0.82,8.9
5.2,0.14,1.0,0.08,0.71,0.78,10.5
10.0,0.0,0.91,0.13,0.65,0.9,7.0
8.0,0.03,0.87,0.07,0.7,0.91,0.0
11.3,0.21,0.89,0.26,0.4,0.86,21.7
40.8,0.37,0.48,0.35,0.76,0.82,40.6
17.5,0.42,0.85,0.27,0.83,0.74,24.8
30.1,0.41,0.89,0.42,0.87,0.93,25.2
23.4,0.35,0.9,0.34,0.69,0.76,24.9
2.3,0.0,0.93,0.1,0.91,0.97,0.0
9.9,0.09,0.87,0.19,0.66,0.83,18.5
20.1,0.17,0.89,0.24,0.91,0.92,12.8
8.9,0.05,0.97,0.32,0.81,0.81,17.4
11.3,0.06,0.89,0.2,0.76,0.96,20.8
29.9,0.29,0.62,0.23,0.43,0.76,32.8
45.3,0.21,0.41,0.5,0.89,0.74,42.2
26.0,0.17,0.61,0.24,0.76,1.0,22.6
36.7,0.54,0.61,0.36,0.64,0.73,41.6
19.2,0.14,0.86,0.23,0.35,0.86,24.4
33.8,0.27,0.4,0.26,0.74,0.78,34.3
19.5,0.19,0.91,0.42,0.92,0.87,26.9
58.4,0.59,0.26,0.57,0.86,0.75,64.5
12.6,0.0,0.77,0.13,0.92,0.93,9.2
27.6,0.29,0.69,0.36,0.45,0.81,33.3
41.1,0.47,0.65,0.42,0.61,0.86,31.5
15.3,0.21,1.0,0.21,0.22,0.72,19.6
29.7,0.2,0.63,0.35,0.71,1.0,29.1
43.7,0.59,0.73,0.51,0.35,0.79,46.3
30.6,0.45,0.63,0.27,0.77,0.87,40.1
12.4,0.26,1.0,0.25,0.74,1.0,15.2
15.9,0.24,0.83,0.36,0.8,0.94,26.2
31.2,0.28,0.46,0.29,0.44,0.84,29.4
32.2,0.32,0.57,0.38,0.44,0.71,40.0
33.0,0.47,0.67,0.52,0.4,0.91,43.3
63.9,0.41,0.33,0.69,0.63,0.84,46.9
48.0,0.41,0.37,0.51,0.65,0.77,43.9
4.8,0.09,0.75,0.26,0.76,0.88,21.3
16.4,0.14,0.96,0.27,0.59,0.97,21.0
31.2,0.27,0.34,0.51,0.5,0.75,44.5
27.5,0.44,0.8,0.24,0.74,0.94,22.6
6.6,0.15,0.77,0.26,0.59,0.89,11.7
17.3,0.27,1.0,0.12,0.72,0.99,13.6
43.4,0.36,0.26,0.34,0.74,0.61,46.4
5.3,0.0,0.63,0.25,0.79,1.0,15.2
3.9,0.08,0.9,0.26,0.28,1.0,10.9
38.4,0.43,0.77,0.28,0.57,0.9,35.9
4.4,0.23,1.0,0.13,0.9,1.0,15.2
50.1,0.54,0.65,0.39,0.62,0.85,50.3
30.2,0.47,0.72,0.48,0.57,0.76,37.6
18.6,0.25,0.67,0.27,0.75,0.93,25.4
20.2,0.18,0.68,0.27,0.69,0.85,25.8
37.9,0.3,0.52,0.51,0.59,0.67,33.7
23.0,0.31,0.71,0.37,0.6,0.99,25.2
25.5,0.22,0.71,0.45,0.86,0.77,37.5
41.1,0.4,0.62,0.57,0.7,0.84,49.5
56.0,0.48,0.35,0.49,0.89,0.79,47.4
17.6,0.18,0.85,0.32,0.66,0.95,17.8
13.3,0.19,0.92,0.26,0.43,0.95,14.3
65.4,0.61,0.18,0.64,0.62,0.68,76.5
6.5,0.0,0.75,0.23,0.58,1.0,12.8
14.6,0.15,1.0,0.12,0.48,0.94,20.9
6.9,0.12,0.95,0.32,0.77,1.0,12.6
30.5,0.3,0.67,0.26,0.4,0.82,37.3
30.5,0.49,0.48,0.34,0.3,0.96,33.7
17.5,0.19,0.94,0.21,0.67,0.89,16.2
56.4,0.62,0.44,0.56,0.32,0.62,60.1
23.8,0.33,0.99,0.46,0.86,0.8,32.6
39.2,0.43,0.64,0.4,0.8,0.72,35.9
30.7,0.21,0.65,0.4,0.7,0.93,28.8
17.8,0.1,0.73,0.17,0.33,0.8,28.0
39.0,0.28,0.85,0.41,0.69,0.84,37.9
49.3,0.36,0.66,0.62,0.63,0.86,44.7
14.0,0.17,0.89,0.38,0.77,0.71,15.5
29.4,0.42,0.85,0.37,0.42,0.92,41.1
16.0,0.23,0.89,0.34,0.76,1.0,13.9
11.5,0.19,0.61,0.08,0.69,0.96,23.2
18.8,0.09,0.95,0.29,0.96,1.0,10.2
44.8,0.5,0.66,0.53,0.77,0.83,40.5
54.7,0.6,0.29,0.48,0.76,0.69,49.0
64.4,0.81,0.44,0.72,0.51,0.64,70.4
28.6,0.32,0.59,0.43,0.9,0.91,32.6
46.8,0.64,0.47,0.56,0.94,0.7,45.8
19.7,0.21,0.83,0.14,0.91,0.85,25.3
19.3,0.24,0.82,0.19,0.98,0.96,14.0
48.8,0.6,0.5,0.56,0.92,0.68,38.9
30.7,0.33,0.45,0.38,0.95,0.91,26.1
57.7,0.43,0.43,0.58,0.3,0.66,54.0
5.7,0.0,1.0,0.04,0.41,0.92,6.1
50.2,0.77,0.54,0.48,0.79,0.75,47.4
23.6,0.25,0.74,0.4,0.7,0.93,26.3
37.0,0.44,0.73,0.46,0.86,0.8,26.7
27.4,0.17,0.75,0.36,0.79,1.0,26.8
32.1,0.36,0.62,0.43,0.59,0.74,34.1
33.6,0.47,0.8,0.49,0.3,1.0,41.7
39.8,0.21,0.64,0.53,0.7,0.9,31.4
16.4,0.19,0.9,0.25,0.51,0.94,21.9
8.9,0.11,0.88,0.15,0.82,1.0,17.2
44.3,0.48,0.54,0.42,0.83,0.61,45.4
21.4,0.43,0.91,0.31,0.78,0.76,17.6
8.6,0.06,0.84,0.09,0.51,0.93,20.7
11.0,0.06,1.0,0.25,0.79,0.92,13.1
26.3,0.25,0.65,0.32,0.66,1.0,24.2
23.8,0.47,0.67,0.39,0.85,0.92,27.1
6.4,0.08,1.0,0.13,0.76,1.0,9.3
33.8,0.4,0.66,0.26,0.77,0.83,27.8
11.8,0.0,0.97,0.35,0.78,0.87,12.9
1.7,0.03,1.0,0.03,0.65,1.0,14.1
10.9,0.09,0.95,0.35,0.68,0.96,6.2
9.9,0.11,0.95,0.22,0.89,0.99,13.3
15.2,0.12,0.77,0.12,0.64,0.9,22.3
14.1,0.01,0.73,0.14,0.39,0.8,17.0
16.0,0.13,0.61,0.27,0.86,1.0,19.5
43.4,0.58,0.46,0.31,0.64,0.71,45.3
42.4,0.44,0.5,0.57,0.86,0.78,44.9
23.9,0.06,0.65,0.41,0.41,0.93,28.2
39.9,0.28,0.56,0.43,0.74,0.62,41.5
32.1,0.35,0.61,0.5,0.79,0.98,37.0
27.4,0.17,0.85,0.27,0.86,0.77,26.5
29.0,0.31,0.51,0.46,0.6,0.94,34.7
18.9,0.31,0.96,0.37,0.91,0.77,16.9
42.6,0.47,0.68,0.47,0.63,0.85,34.0
15.0,0.05,0.71,0.2,0.72,0.73,19.4
22.6,0.24,0.58,0.33,0.95,1.0,22.0
48.7,0.56,0.6,0.63,0.59,0.79,47.4
21.6,0.14,0.87,0.18,0.58,0.92,20.8
10.4,0.0,0.78,0.13,0.85,1.0,6.5
40.8,0.4,0.39,0.48,0.95,0.7,38.0
28.3,0.44,0.66,0.4,0.85,0.79,37.2
19.5,0.1,0.32,0.19,0.81,0.78,20.9
36.6,0.32,0.72,0.5,0.66,0.71,33.5
49.7,0.38,0.41,0.63,0.86,0.79,44.8
31.7,0.24,0.71,0.25,0.71,0.83,33.8
35.0,0.34,0.92,0.54,0.62,0.67,30.3
51.4,0.5,0.43,0.44,0.59,0.74,56.8
54.4,0.27,0.56,0.47,0.39,0.76,45.2
15.9,0.14,0.8,0.12,0.58,0.98,21.1
4.6,0.22,0.89,0.18,0.83,1.0,14.9
24.1,0.25,0.99,0.45,0.73,0.81,28.4
19.1,0.17,0.73,0.18,0.75,0.98,24.3
24.5,0.19,0.84,0.34,0.65,0.87,20.5
32.7,0.23,0.72,0.31,0.86,0.87,28.2
39.9,0.41,0.66,0.28,0.86,0.96,35.2
10.0,0.14,0.99,0.37,0.67,0.85,14.9
44.1,0.61,0.64,0.52,0.77,0.91,44.7
36.8,0.29,0.55,0.48,0.53,0.93,43.6
26.8,0.4,0.67,0.39,0.61,0.82,29.4
10.4,0.23,0.94,0.12,0.52,1.0,20.3
21.4,0.17,0.51,0.21,0.92,0.88,21.2
29.6,0.22,0.76,0.32,0.78,0.7,26.0
6.8,0.0,0.85,0.35,0.51,0.9,13.4
39.6,0.4,0.76,0.48,0.59,0.78,34.7
47.9,0.45,0.23,0.47,0.55,0.82,50.3
29.8,0.41,0.77,0.35,0.63,0.72,21.9
23.3,0.27,0.81,0.44,0.71,0.83,24.1
34.7,0.15,0.68,0.3,0.92,0.75,26.8
38.0,0.37,0.82,0.36,0.72,0.8,28.6
66.5,0.7,0.34,0.58,0.93,0.85,57.8
23.5,0.21,0.8,0.43,0.76,0.65,27.7
19.9,0.29,0.62,0.37,0.41,0.9,30.3
24.5,0.19,0.77,0.35,0.45,0.93,26.9
23.7,0.34,0.72,0.26,0.94,0.89,24.4
10.4,0.05,0.85,0.13,0.63,1.0,14.7
21.5,0.18,0.55,0.25,0.69,0.94,34.5
24.3,0.44,1.0,0.45,0.75,0.9,27.7
41.9,0.29,0.44,0.57,0.73,0.68,34.4
7.6,0.09,0.88,0.18,0.68,1.0,12.0
38.3,0.42,0.39,0.37,0.62,0.71,44.0
60.2,0.54,0.18,0.69,0.56,0.73,60.9
25.7,0.3,0.53,0.31,0.78,0.75,35.8
13.9,0.21,1.0,0.11,0.75,1.0,10.0
47.6,0.5,0.28,0.44,0.52,0.77,48.7
28.5,0.3,0.63,0.38,0.73,0.98,25.0
42.4,0.48,0.52,0.58,0.89,0.87,47.1
20.8,0.13,0.68,0.27,0.59,0.91,23.6
48.2,0.42,0.39,0.41,0.68,0.84,34.1
31.1,0.36,0.62,0.33,0.96,0.84,25.2
39.4,0.36,0.42,0.29,0.95,0.55,35.6
26.2,0.26,0.88,0.45,0.65,0.76,18.8
36.9,0.12,0.86,0.27,0.87,0.89,18.2
0.7,0.07,1.0,0.01,0.62,0.92,0.0
11.4,0.25,0.6,0.26,0.75,0.93,20.6
42.5,0.49,0.28,0.34,0.95,0.84,42.2
48.7,0.56,0.28,0.43,0.82,0.77,42.6
15.0,0.24,0.93,0.25,0.95,0.78,15.3
23.2,0.21,0.69,0.4,0.98,0.75,29.6
31.7,0.23,1.0,0.34,0.92,0.87,20.1
15.5,0.21,0.85,0.4,0.44,1.0,16.0
37.9,0.49,0.78,0.4,0.7,0.99,32.1
38.7,0.28,0.78,0.55,0.78,1.0,35.7
54.3,0.61,0.31,0.52,0.61,0.79,56.8
25.7,0.29,0.62,0.33,0.75,0.97,33.2
43.5,0.42,0.8,0.59,0.55,0.84,32.3
25.5,0.23,0.49,0.38,0.88,0.78,31.2
28.6,0.31,0.69,0.25,0.55,0.75,24.9
21.9,0.15,0.89,0.33,0.7,0.9,26.5
32.4,0.63,0.75,0.29,0.22,0.95,41.6
32.2,0.19,0.62,0.32,0.76,0.76,27.2
12.7,0.0,0.81,0.34,0.42,0.93,14.6
15.4,0.18,0.66,0.31,0.3,1.0,14.2
2.9,0.04,0.83,0.11,0.6,0.98,6.3
27.2,0.33,0.97,0.19,0.78,0.87,21.3
41.0,0.12,0.62,0.45,0.62,0.92,38.2
6.3,0.0,0.84,0.12,0.78,1.0,9.0
23.5,0.19,0.86,0.17,0.88,0.76,18.8
48.0,0.57,0.45,0.35,0.69,0.75,62.4
21.1,0.03,0.63,0.35,0.76,1.0,16.3
3.9,0.08,0.87,0.15,0.69,0.99,13.0
25.2,0.23,0.54,0.26,0.74,0.8,37.7
18.2,0.2,1.0,0.39,0.61,0.97,22.9
11.5,0.11,0.98,0.33,0.87,0.93,13.4
32.3,0.32,0.77,0.37,0.6,0.71,33.6
13.3,0.13,0.79,0.18,0.85,0.89,15.7
46.0,0.57,0.53,0.47,0.58,0.85,42.6
24.4,0.25,0.68,0.4,0.84,0.8,33.9
36.0,0.46,0.43,0.26,0.47,0.87,43.6
31.9,0.28,0.82,0.41,0.68,1.0,28.1
4.9,0.16,1.0,0.25,0.86,0.86,9.6
13.5,0.11,0.92,0.34,0.65,0.91,18.4
19.3,0.17,0.81,0.2,0.9,0.95,20.1
15.3,0.0,0.71,0.17,0.58,0.96,20.6
28.0,0.19,0.77,0.26,0.71,0.91,22.6
21.4,0.14,0.64,0.43,0.72,0.88,19.9
15.6,0.0,0.72,0.15,0.86,0.98,13.1
31.0,0.22,0.55,0.45,0.76,0.8,34.5
15.4,0.22,0.75,0.4,0.95,0.87,22.6
40.8,0.49,0.48,0.57,0.53,0.78,43.0
46.6,0.3,0.64,0.45,0.54,0.91,37.9
20.5,0.37,0.64,0.4,0.75,0.87,25.7
29.2,0.38,0.71,0.41,0.78,1.0,31.8
30.6,0.51,0.79,0.47,0.7,0.7,25.2
25.9,0.37,0.92,0.23,0.77,0.99,28.7
26.9,0.46,0.79,0.42,0.61,0.99,29.6
10.6,0.15,0.61,0.25,0.55,0.94,9.6
6.7,0.0,0.9,0.21,0.69,1.0,11.0
77.9,0.8,0.33,0.76,0.27,0.61,74.0
25.1,0.03,0.6,0.26,0.54,0.94,14.7
21.4,0.2,0.98,0.17,0.63,0.79,18.0
22.9,0.22,0.97,0.31,0.85,0.91,26.8
26.4,0.36,0.81,0.28,0.78,0.78,23.6
9.2,0.11,1.0,0.14,0.6,0.72,14.0
23.2,0.19,0.95,0.46,0.75,1.0,32.2
14.1,0.0,0.87,0.16,0.62,0.96,17.2
6.8,0.0,1.0,0.12,0.64,1.0,14.8
42.0,0.4,0.41,0.39,0.72,0.8,42.6
44.9,0.38,0.66,0.46,0.51,0.61,37.8
31.2,0.05,0.75,0.48,0.92,0.88,24.9
22.9,0.23,1.0,0.21,0.42,0.92,24.9
8.9,0.04,0.85,0.25,0.92,0.9,8.0
51.1,0.46,0.68,0.47,0.78,0.72,41.0
5.4,0.07,1.0,0.28,0.67,1.0,14.0
17.9,0.13,0.8,0.31,0.74,0.88,15.0
48.4,0.59,0.24,0.58,0.58,0.78,50.7
22.1,0.15,0.72,0.41,0.55,0.9,27.6
12.1,0.04,0.86,0.36,0.73,0.93,8.0
41.2,0.34,0.73,0.59,0.34,0.76,37.9
72.5,0.74,0.32,0.69,0.43,0.47,70.2
28.0,0.3,0.72,0.39,0.64,0.77,38.8
45.2,0.4,0.67,0.36,0.76,0.75,34.1
27.1,0.27,0.85,0.22,0.53,0.7,25.7
40.4,0.44,0.74,0.43,0.65,0.7,37.6
28.0,0.34,0.59,0.4,0.54,0.92,45.4
72.8,0.72,0.42,0.58,0.66,0.57,65.8
2.3,0.0,1.0,0.11,0.77,1.0,4.7
35.0,0.27,1.0,0.46,0.89,0.91,28.3
2.9,0.06,1.0,0.08,0.83,0.81,3.6
21.4,0.29,0.95,0.31,0.58,1.0,21.3
24.5,0.26,0.82,0.33,0.89,0.85,26.1
28.1,0.24,0.81,0.47,0.59,0.72,37.2
13.1,0.07,1.0,0.21,0.62,1.0,14.0
42.1,0.5,0.34,0.36,0.7,0.8,56.2
11.8,0.0,0.93,0.13,0.6,0.7,12.3
16.5,0.12,0.88,0.2,0.79,0.84,16.0
14.6,0.29,0.76,0.19,0.74,0.86,18.8
44.8,0.57,0.32,0.54,0.78,0.88,42.6
11.7,0.14,0.81,0.26,0.78,0.89,15.7
74.5,0.7,0.3,0.73,0.83,0.58,69.3
18.3,0.16,0.78,0.32,0.78,0.95,15.3
21.9,0.23,0.82,0.3,0.65,0.86,31.6
33.8,0.55,0.52,0.51,0.67,0.8,47.2
32.0,0.42,0.7,0.47,0.55,0.97,41.7
53.4,0.62,0.52,0.44,0.59,0.76,54.4
44.7,0.43,0.36,0.44,0.75,0.71,41.3
12.7,0.08,0.67,0.18,0.75,1.0,15.3
29.7,0.28,0.82,0.43,0.69,1.0,35.0
32.3,0.42,0.7,0.33,0.87,0.91,31.7
4.8,0.21,0.8,0.23,0.67,1.0,9.0
20.0,0.11,0.74,0.23,0.63,0.98,21.4
11.3,0.0,0.96,0.13,0.6,0.93,11.2
30.2,0.28,0.56,0.21,0.38,0.98,24.3
5.4,0.16,1.0,0.34,0.8,0.94,15.6
10.5,0.05,0.98,0.14,0.87,0.92,9.6
28.7,0.33,0.84,0.45,0.59,0.73,30.9
14.1,0.03,0.89,0.35,0.81,0.82,7.3
6.6,0.04,1.0,0.12,0.95,0.92,11.8
33.7,0.26,0.98,0.36,0.59,0.79,25.0
36.5,0.35,0.57,0.51,0.82,0.79,48.2
25.1,0.27,0.69,0.38,0.96,1.0,29.0
19.1,0.26,1.0,0.24,0.79,0.87,26.0
26.7,0.23,0.93,0.47,0.36,0.88,30.7
7.0,0.0,0.9,0.15,0.67,0.79,12.0
40.4,0.25,0.48,0.35,0.58,0.72,35.7
46.5,0.57,0.47,0.37,0.82,0.65,45.8
19.4,0.11,1.0,0.35,0.84,1.0,12.1
40.6,0.46,0.61,0.29,0.9,0.83,23.4
7.2,0.0,1.0,0.3,0.73,0.9,10.1
81.2,0.97,0.22,0.66,0.71,0.71,65.5
23.1,0.51,0.82,0.27,0.81,0.95,28.6
17.0,0.2,0.92,0.36,0.77,1.0,17.2
